posting_id,title,company,location,description,posted_date,salary_range,source
JOB00410,BI Analyst,Collier-Gillespie Technologies,Mumbai,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Stakeholder Management, Excel, Power BI, SQL. Nice to have: Python, Tableau, MySQL.",06/03/2026,8-9 LPA,NaukriSim
JOB00669,Data Analyst,Miller-Brandt Technologies,Hyderabad,"We are looking for a Data Analyst to join our analytics team. Must have hands-on experience with Tableau, Data Warehousing, Snowflake, SQL. Prior internship experience preferred.",Jun 2026,,IndeedSim
JOB00690,Data Analyst (Fresher),Flores Butler and Hernandez Consulting,"Mumbai, MH","Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: ETL, PostgreSQL, Airflow, SQL, Python. Nice to have: Excel, PowerPoint.",Apr 2026,"INR 6,00,000 - 9,00,000",InternshalaSim
JOB00267,Data Analyst,Valentine-Holland Digital,noida ,"The ideal candidate is proficient in Excel, Communication Skills, VBA, PowerPoint and can translate business questions into data-driven answers. Experience with Statistics is a plus.",17-Apr-2026,,LinkedInSim
JOB00262,Data Analyst - Entry Level,Anderson Roberts and Gilmore Softwares,delhi ncr,"We are looking for a Data Analyst - Entry Level to join our analytics team. Must have hands-on experience with Excel, Communication Skills, VBA, PowerPoint. Prior internship experience preferred.",02-May-2026,₹8L - ₹11L PA,LinkedInSim
JOB00077,BI Analyst,Woods Calhoun and Schmidt Systems,Bangalore,"BI Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for Communication Skills exposure.",Aug 2025,Rs 6L to 9L per annum,IndeedSim
JOB00688,Business Analyst,Shelton Peters and Williams Technologies,bangalore,"Business Analyst needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for Machine Learning, Google Sheets exposure.",22-Aug-2025,7-8 LPA,InternshalaSim
JOB00574,Data Analyst - Entry Level,Williams-Williams Digital,"hyderabad, TG","Join our growing data team! Skills needed: Statistics, Pandas, A/B Testing, Python, Machine Learning. Freshers with strong R, VBA fundamentals encouraged to apply.",Jan 2026,"INR 6,00,000 - 8,00,000",LinkedInSim
JOB00285,Product Analyst,Garcia-Lozano Softwares,Mumbai,"We are looking for a Product Analyst to join our analytics team. Must have hands-on experience with Stakeholder Management, Excel, Power BI, SQL. Prior internship experience preferred.","21 February, 2026",3-4 LPA,LinkedInSim
JOB00368,Marketing Data Analyst,Gutierrez Group Softwares,"hyderabad, TG","Join our growing data team! Skills needed: ETL, PostgreSQL, Airflow, SQL, Python. Freshers with strong Tableau, Communication Skills, Data Warehousing fundamentals encouraged to apply.",10/07/2026,,LinkedInSim
JOB00222,Marketing Data Analyst,Harrison-Alexander Analytics,noida ,"Marketing Data Analyst needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for Azure, Tableau, Advanced Excel exposure.",01-May-2026,Rs 6L to 7L per annum,LinkedInSim
JOB00138,Operations Analyst,Jackson Miller and Robertson Digital,Bengaluru,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: Tableau, GCP.",2026-02-07,,IndeedSim
JOB00708,Reporting Analyst,Owens-Lang Technologies,"hyderabad, TG","Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong Advanced Excel, NumPy fundamentals encouraged to apply.",Dec 2025,"INR 8,00,000 - 11,00,000",IndeedSim
JOB00695,Business Analyst,Price LLC Systems,"Bengaluru, Karnataka","We are looking for a Business Analyst to join our analytics team. Must have hands-on experience with Stakeholder Management, Excel, Power BI, SQL. Prior internship experience preferred.",29/01/2026,"INR 4,00,000 - 6,00,000",LinkedInSim
JOB00146,Business Analyst,Stafford Inc Labs,"hyderabad, TG","Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Stakeholder Management, Excel, Power BI, SQL. Nice to have: GCP, Machine Learning.","24 November, 2025",,NaukriSim
JOB00679,Operations Analyst,Wheeler Group Systems,noida ,"We are looking for a Operations Analyst to join our analytics team. Must have hands-on experience with Tableau, Data Warehousing, Snowflake, SQL. Prior internship experience preferred.",Feb 2026,₹6L - ₹8L PA,LinkedInSim
JOB00038,Marketing Data Analyst,Baker Mason and White Solutions,Remote - India,"We are looking for a Marketing Data Analyst to join our analytics team. Must have hands-on experience with Tableau, Data Warehousing, Snowflake, SQL. Prior internship experience preferred.",16-Feb-2026,,IndeedSim
JOB00243,Product Analyst,Gonzales-Harrison Solutions,Hyderabad,"The ideal candidate is proficient in Statistics, Pandas, A/B Testing, Python, Machine Learning and can translate business questions into data-driven answers. Experience with Airflow, Excel, Data Warehousing is a plus.","23 December, 2025",₹4L - ₹5L PA,LinkedInSim
JOB00046,Data Analyst (Fresher),Spence PLC Technologies,remote,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: Python, Statistics.",Jan 2026,8-11 LPA,InternshalaSim
JOB00600,Product Analyst,Fox-Edwards Consulting,Hyderabad,"We are looking for a Product Analyst to join our analytics team. Must have hands-on experience with AWS, SQL, dbt, Python, Git. Prior internship experience preferred.",27/08/2025,₹8L - ₹9L PA,InternshalaSim
JOB00662,Data Analyst,Robinson Jones and Henderson Systems,"Mumbai, MH","Join our growing data team! Skills needed: ETL, PostgreSQL, Airflow, SQL, Python. Freshers with strong Machine Learning, Communication Skills, Git fundamentals encouraged to apply.","08 June, 2026",₹6L - ₹9L PA,InternshalaSim
JOB00523,Product Analyst,Green LLC Analytics,Noida,"Product Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for Google Sheets exposure.",23/03/2026,,NaukriSim
JOB00361,Data Analyst,Henry Group Systems,Remote,"The ideal candidate is proficient in Tableau, Data Warehousing, Snowflake, SQL and can translate business questions into data-driven answers. Experience with VBA is a plus.",Jan 2026,,IndeedSim
JOB00536,Associate Data Analyst,Parker Ltd Solutions,Pune,"We are looking for a Associate Data Analyst to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",2025-09-03,₹8L - ₹10L PA,IndeedSim
JOB00027,Marketing Data Analyst,Baker and Sons Analytics,Mumbai,"We are looking for a Marketing Data Analyst to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.",11/10/2025,,NaukriSim
JOB00503,Associate Data Analyst,Morgan-Lopez Systems,Mumbai,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong Python, Pandas fundamentals encouraged to apply.",07-Jan-2026,₹8L - ₹9L PA,IndeedSim
JOB00144,Operations Analyst,Lee Horton and Snyder Softwares,"Mumbai, MH","We are looking for a Operations Analyst to join our analytics team. Must have hands-on experience with Stakeholder Management, Excel, Power BI, SQL. Prior internship experience preferred.",02/12/2025,"INR 6,00,000 - 7,00,000",IndeedSim
JOB00624,Analytics Associate,Rodgers Jefferson and Johnson Analytics,Chennai,"Analytics Associate needed for a fast-paced fintech startup. Core stack: Excel, Communication Skills, VBA, PowerPoint. Bonus points for Looker, MySQL exposure.",14-Mar-2026,,NaukriSim
JOB00547,Product Analyst,Ferguson Shaw and Jackson Solutions,Hyderabad,"Product Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for Tableau, Excel exposure.",2025-07-24,"INR 5,00,000 - 6,00,000",InternshalaSim
JOB00301,Marketing Data Analyst,Thomas Murray and King Labs,noida ,"Marketing Data Analyst needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for Data Warehousing, Google Sheets exposure.",2026-07-11,4-7 LPA,NaukriSim
JOB00631,Operations Analyst,Small-Anderson Softwares,"hyderabad, TG","Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong Stakeholder Management fundamentals encouraged to apply.",25/09/2025,,InternshalaSim
JOB00048,Product Analyst,Martin Rose and Obrien Technologies,Bengaluru,"Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong Stakeholder Management, Power BI fundamentals encouraged to apply.",2026-04-19,,IndeedSim
JOB00308,Data Analyst (Fresher),Armstrong-Andrews Consulting,Gurgaon,"We are looking for a Data Analyst (Fresher) to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.",2025-11-23,₹7L - ₹10L PA,InternshalaSim
JOB00255,Data Analyst - Entry Level,Roberts-Landry Technologies,Pune,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Stakeholder Management, Excel, Power BI, SQL. Nice to have: Pandas.",2026-02-04,3-5 LPA,IndeedSim
JOB00001,Marketing Data Analyst,Rodriguez Figueroa and Sanchez Analytics,Bangalore,"We are looking for a Marketing Data Analyst to join our analytics team. Must have hands-on experience with AWS, SQL, dbt, Python, Git. Prior internship experience preferred.","09 August, 2025",,InternshalaSim
JOB00746,Analytics Associate,White LLC Digital,Noida,"The ideal candidate is proficient in Statistics, Pandas, A/B Testing, Python, Machine Learning and can translate business questions into data-driven answers. Experience with Tableau, Google Sheets is a plus.",26/07/2025,,LinkedInSim
JOB00176,Data Analyst - Entry Level,King-Miller Softwares,New Delhi,"Data Analyst - Entry Level needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for Airflow exposure.",16-Jul-2026,₹8L - ₹9L PA,NaukriSim
JOB00558,Junior Data Analyst,Edwards Ltd Systems,"hyderabad, TG","Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong Airflow, Machine Learning, Statistics fundamentals encouraged to apply.",Oct 2025,Rs 8L to 11L per annum,NaukriSim
JOB00373,Product Analyst,Reynolds Ltd Technologies,noida ,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: Azure, Google Sheets.","29 June, 2026","INR 6,00,000 - 8,00,000",NaukriSim
JOB00603,BI Analyst,Becker Lara and Baker Solutions,Pune,"BI Analyst needed for a fast-paced fintech startup. Core stack: Excel, Communication Skills, VBA, PowerPoint. Bonus points for Python, GCP, Advanced Excel exposure.",04/09/2025,"INR 6,00,000 - 7,00,000",LinkedInSim
JOB00519,Junior Data Analyst,Hines-Berry Labs,pune,"We are looking for a Junior Data Analyst to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.","05 August, 2025",₹5L - ₹6L PA,LinkedInSim
JOB00585,BI Analyst,Patel Erickson and Evans Digital,"Mumbai, MH","BI Analyst needed for a fast-paced fintech startup. Core stack: Excel, Communication Skills, VBA, PowerPoint. Bonus points for Stakeholder Management, PostgreSQL exposure.",03-Apr-2026,,IndeedSim
JOB00087,Data Analyst,Ferrell Jones and Lewis Digital,New Delhi,"We are looking for a Data Analyst to join our analytics team. Must have hands-on experience with Stakeholder Management, Excel, Power BI, SQL. Prior internship experience preferred.",Sep 2025,"INR 5,00,000 - 6,00,000",LinkedInSim
JOB00719,Analytics Associate,White-Preston Technologies,Hyderabad,"Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong Data Warehousing fundamentals encouraged to apply.",07-Jan-2026,₹4L - ₹6L PA,NaukriSim
JOB00263,BI Analyst,Martinez-Dudley Solutions,Bengaluru,"Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong Statistics fundamentals encouraged to apply.",2025-11-01,₹5L - ₹6L PA,InternshalaSim
JOB00240,Marketing Data Analyst,Walker Hernandez and Baker Systems,Delhi,"We are looking for a Marketing Data Analyst to join our analytics team. Must have hands-on experience with Excel, Communication Skills, VBA, PowerPoint. Prior internship experience preferred.",Apr 2026,,InternshalaSim
JOB00166,Business Analyst,Medina-Navarro Softwares,Remote,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: VBA, Snowflake.",Sep 2025,,LinkedInSim
JOB00212,Data Analyst - Entry Level,King-Martinez Softwares,Remote - India,"We are looking for a Data Analyst - Entry Level to join our analytics team. Must have hands-on experience with Tableau, Data Warehousing, Snowflake, SQL. Prior internship experience preferred.",13-May-2026,,InternshalaSim
JOB00132,Operations Analyst,Spencer-Lee Solutions,delhi ncr,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: ETL.","20 March, 2026",₹8L - ₹11L PA,IndeedSim
JOB00041,Product Analyst,Ryan PLC Analytics,Hyderabad,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong dbt, Machine Learning fundamentals encouraged to apply.",Nov 2025,,NaukriSim
JOB00126,Analytics Associate,Smith-Frost Labs,delhi ncr,"Analytics Associate needed for a fast-paced fintech startup. Core stack: Excel, Communication Skills, VBA, PowerPoint. Bonus points for Statistics exposure.",Dec 2025,Rs 6L to 9L per annum,LinkedInSim
JOB00322,BI Analyst,Brock-Mcdonald Consulting,mumbai ,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Stakeholder Management, Excel, Power BI, SQL. Nice to have: Looker, A/B Testing.",Jan 2026,₹8L - ₹9L PA,LinkedInSim
JOB00458,Data Analyst (Fresher),Young-Allen Systems,delhi ncr,"The ideal candidate is proficient in AWS, SQL, dbt, Python, Git and can translate business questions into data-driven answers. Experience with Pandas, Data Warehousing is a plus.",22/05/2026,"INR 3,00,000 - 6,00,000",NaukriSim
